name,Adduct,mz,Polarity,FullName
Corticosterone,[M-H]-,345.2071354,negative,Corticosterone_[M-H]-
11-Deoxycortisol,[M-H]-,345.2071354,negative,11-Deoxycortisol_[M-H]-
Adenosine monophosphate (AMP),[M-H]-,346.0558154,negative,Adenosine monophosphate (AMP)_[M-H]-
Adenosine 3'-monophosphate,[M-H]-,346.0558154,negative,Adenosine 3'-monophosphate_[M-H]-
2'-Deoxyguanosine 5'-monophosphate (dGMP),[M-H]-,346.0558154,negative,2'-Deoxyguanosine 5'-monophosphate (dGMP)_[M-H]-
Inosine 5'-monophosphate (IMP),[M-H]-,347.0398254,negative,Inosine 5'-monophosphate (IMP)_[M-H]-
Estrone 3-sulfate,[M-H]-,349.1115254,negative,Estrone 3-sulfate_[M-H]-
Tetrahydrocorticosterone,[M-H]-,349.2384354,negative,Tetrahydrocorticosterone_[M-H]-
Prostaglandin E2,[M-H]-,351.2176954,negative,Prostaglandin E2_[M-H]-
Prostaglandin I2,[M-H]-,351.2176954,negative,Prostaglandin I2_[M-H]-
Prostaglandin D2(PGD2),[M-H]-,351.2176954,negative,Prostaglandin D2(PGD2)_[M-H]-
Chlorogenic acid,[M-H]-,353.0878054,negative,Chlorogenic acid_[M-H]-
Prostaglandin E1,[M-H]-,353.2333554,negative,Prostaglandin E1_[M-H]-
1-Stearoyl-sn-glycerol,[M-H]-,357.3010354,negative,1-Stearoyl-sn-glycerol_[M-H]-
Rosmarinic Acid,[M-H]-,359.0772454,negative,Rosmarinic Acid_[M-H]-
Cortisone,[M-H]-,359.1863954,negative,Cortisone_[M-H]-
Aldosterone,[M-H]-,359.1863954,negative,Aldosterone_[M-H]-
Hydrocortisone (Cortisol),[M-H]-,361.2020454,negative,Hydrocortisone (Cortisol)_[M-H]-
Guanosine 5'-monophosphate (GMP),[M-H]-,362.0507254,negative,Guanosine 5'-monophosphate (GMP)_[M-H]-
Xanthylic acid (XMP),[M-H]-,363.0347454,negative,Xanthylic acid (XMP)_[M-H]-
Nervonic acid,[M-H]-,365.3425054,negative,Nervonic acid_[M-H]-
Curcumin,[M-H]-,367.1187154,negative,Curcumin_[M-H]-
Tetracosanoic acid,[M-H]-,367.3581554,negative,Tetracosanoic acid_[M-H]-
Biocytin,[M-H]-,371.1758554,negative,Biocytin_[M-H]-
Riboflavin,[M-H]-,375.1310154,negative,Riboflavin_[M-H]-
Lithocholic acid,[M-H]-,375.2904754,negative,Lithocholic acid_[M-H]-
S-Lactoylglutathione,[M-H]-,378.0976654,negative,S-Lactoylglutathione_[M-H]-
Sphinganine 1-phosphate,[M-H]-,380.4804254,negative,Sphinganine 1-phosphate_[M-H]-
Farnesyl pyrophosphate,[M-H]-,381.1237554,negative,Farnesyl pyrophosphate_[M-H]-
S-Adenosyl-L-homocysteine,[M-H]-,383.1143154,negative,S-Adenosyl-L-homocysteine_[M-H]-
Cholecalciferol (Vitamin D3),[M-H]-,383.3319454,negative,Cholecalciferol (Vitamin D3)_[M-H]-
7-Dehydrocholesterol,[M-H]-,383.3319454,negative,7-Dehydrocholesterol_[M-H]-
Desmosterol,[M-H]-,383.3319454,negative,Desmosterol_[M-H]-
Phosphatidylserine,[M-H]-,384.1065154,negative,Phosphatidylserine_[M-H]-
Cholesterol,[M-H]-,385.3475954,negative,Cholesterol_[M-H]-
Lathosterol,[M-H]-,385.3475954,negative,Lathosterol_[M-H]-
2'-Deoxycytidine diphosphate (dCDP),[M-H]-,386.0159954,negative,2'-Deoxycytidine diphosphate (dCDP)_[M-H]-
5-Phospho-alpha-D-ribose 1-diphosphate,[M-H]-,388.9445454,negative,5-Phospho-alpha-D-ribose 1-diphosphate_[M-H]-
Deoxycholic acid,[M-H]-,391.2853854,negative,Deoxycholic acid_[M-H]-
Chenodeoxycholate,[M-H]-,391.2853854,negative,Chenodeoxycholate_[M-H]-
pregnenolone sulfate,[M-H]-,395.1897754,negative,pregnenolone sulfate_[M-H]-
Vitamin D2 (Ergocalciferol),[M-H]-,395.3319454,negative,Vitamin D2 (Ergocalciferol)_[M-H]-
Ergosterol (Provitamin D2),[M-H]-,395.3319454,negative,Ergosterol (Provitamin D2)_[M-H]-
Ergocalciferol (Vitamin D2),[M-H]-,395.3319454,negative,Ergocalciferol (Vitamin D2)_[M-H]-
Hexacosanoic acid,[M-H]-,395.3894554,negative,Hexacosanoic acid_[M-H]-
C-6 Ceramide,[M-H]-,396.3483154,negative,C-6 Ceramide_[M-H]-
S-Adenosylmethionine,[M-H]-,397.1299654,negative,S-Adenosylmethionine_[M-H]-
Dihydrotachysterol,[M-H]-,397.3475954,negative,Dihydrotachysterol_[M-H]-
L-Palmitoylcarnitine,[M-H]-,398.3275854,negative,L-Palmitoylcarnitine_[M-H]-
25-hydroxyvitamin D3,[M-H]-,399.3268554,negative,25-hydroxyvitamin D3_[M-H]-
Deoxythymidine 5'-diphosphate (dTDP),[M-H]-,401.0156654,negative,Deoxythymidine 5'-diphosphate (dTDP)_[M-H]-
25-Hydroxycholesterol,[M-H]-,401.3425054,negative,25-Hydroxycholesterol_[M-H]-
22beta-Hydroxycholesterol,[M-H]-,401.3425054,negative,22beta-Hydroxycholesterol_[M-H]-
Cytidine 5'-diphosphate (CDP),[M-H]-,402.0109154,negative,Cytidine 5'-diphosphate (CDP)_[M-H]-
Uridine 5'-diphosphate (UDP),[M-H]-,402.9949254,negative,Uridine 5'-diphosphate (UDP)_[M-H]-
hydrocortisone 21-acetate,[M-H]-,403.2126154,negative,hydrocortisone 21-acetate_[M-H]-
Cholic acid,[M-H]-,407.2803054,negative,Cholic acid_[M-H]-
Squalene,[M-H]-,409.3839754,negative,Squalene_[M-H]-
"N,N'-Diacetylchitobiose",[M-H]-,423.1620354,negative,"N,N'-Diacetylchitobiose_[M-H]-"
Octacosanoic acid,[M-H]-,423.4207554,negative,Octacosanoic acid_[M-H]-
Thiamine pyrophosphate (TPP),[M-H]-,424.0376954,negative,Thiamine pyrophosphate (TPP)_[M-H]-
Lanosterol,[M-H]-,425.3788954,negative,Lanosterol_[M-H]-
Adenosine 5'-phosphosulfate (APS),[M-H]-,426.0126254,negative,Adenosine 5'-phosphosulfate (APS)_[M-H]-
Adenosine 5'-diphosphate (ADP),[M-H]-,426.0221454,negative,Adenosine 5'-diphosphate (ADP)_[M-H]-
2'-Deoxyguanosine 5'-diphosphate (dGDP),[M-H]-,426.0221454,negative,2'-Deoxyguanosine 5'-diphosphate (dGDP)_[M-H]-
"Adenosine 3',5'-diphosphate (PAP)",[M-H]-,426.0221454,negative,"Adenosine 3',5'-diphosphate (PAP)_[M-H]-"
Stearoylcarnitine,[M-H]-,426.3588854,negative,Stearoylcarnitine_[M-H]-
Inosine diphosphate (IDP),[M-H]-,427.0061654,negative,Inosine diphosphate (IDP)_[M-H]-
alpha-Tocopherol (Vitamin E),[M-H]-,429.3738054,negative,alpha-Tocopherol (Vitamin E)_[M-H]-
"3,5-Diiodo-L-tyrosine",[M-H]-,431.9743254,negative,"3,5-Diiodo-L-tyrosine_[M-H]-"
Glycolithocholic acid,[M-H]-,432.3119354,negative,Glycolithocholic acid_[M-H]-
1-Oleoyl-sn-glycerol 3-phosphate,[M-H]-,435.2517154,negative,1-Oleoyl-sn-glycerol 3-phosphate_[M-H]-
Folate,[M-H]-,440.1324054,negative,Folate_[M-H]-
Ascorbyl stearate,[M-H]-,441.2857754,negative,Ascorbyl stearate_[M-H]-
Guanosine 5'-diphosphate (GDP),[M-H]-,442.0170654,negative,Guanosine 5'-diphosphate (GDP)_[M-H]-
"7,8-Dihydrofolate",[M-H]-,442.1480554,negative,"7,8-Dihydrofolate_[M-H]-"
Menaquinone 4,[M-H]-,443.2955554,negative,Menaquinone 4_[M-H]-
Tetrahydrofolate,[M-H]-,444.1637054,negative,Tetrahydrofolate_[M-H]-
CDP-Ethanolamine,[M-H]-,445.0531154,negative,CDP-Ethanolamine_[M-H]-
Estrone-3-glucuronide,[M-H]-,445.1867954,negative,Estrone-3-glucuronide_[M-H]-
Glycodeoxycholic acid,[M-H]-,448.3068454,negative,Glycodeoxycholic acid_[M-H]-
Glycochenodeoxycholate,[M-H]-,448.3068454,negative,Glycochenodeoxycholate_[M-H]-
Geranylgeranyl diphosphate (Geranyl-PP),[M-H]-,449.1863554,negative,Geranylgeranyl diphosphate (Geranyl-PP)_[M-H]-
Vitamin K1,[M-H]-,449.3425054,negative,Vitamin K1_[M-H]-
Phylloquinone,[M-H]-,449.3425054,negative,Phylloquinone_[M-H]-
Flavin mononucleotide (FMN),[M-H]-,455.0973454,negative,Flavin mononucleotide (FMN)_[M-H]-
"5,10-methylene-THF",[M-H]-,456.1637054,negative,"5,10-methylene-THF_[M-H]-"
5-Methyltetrahydrofolate (5-Methyl-THF),[M-H]-,458.1793554,negative,5-Methyltetrahydrofolate (5-Methyl-THF)_[M-H]-
Adenylsuccinic acid,[M-H]-,462.0667754,negative,Adenylsuccinic acid_[M-H]-
Glycocholic acid,[M-H]-,464.3017654,negative,Glycocholic acid_[M-H]-
Cholesteryl sulfate,[M-H]-,465.3044054,negative,Cholesteryl sulfate_[M-H]-
Deoxycytidine 5'-triphosphate (dCTP),[M-H]-,465.9823354,negative,Deoxycytidine 5'-triphosphate (dCTP)_[M-H]-
2'-Deoxyuridine 5'-triphosphate (dUTP),[M-H]-,466.9663454,negative,2'-Deoxyuridine 5'-triphosphate (dUTP)_[M-H]-
Folinic acid,[M-H]-,472.1586254,negative,Folinic acid_[M-H]-
Deoxythymidine triphosphate (dTTP),[M-H]-,480.9819954,negative,Deoxythymidine triphosphate (dTTP)_[M-H]-
Cytidine triphosphate (CTP),[M-H]-,481.9772454,negative,Cytidine triphosphate (CTP)_[M-H]-
Taurolithocholic acid,[M-H]-,482.2945754,negative,Taurolithocholic acid_[M-H]-
Uridine 5'-triphosphate (UTP),[M-H]-,482.9612654,negative,Uridine 5'-triphosphate (UTP)_[M-H]-
Cytidine 5'-diphosphocholine (CDP-choline),[M-H]-,487.1000654,negative,Cytidine 5'-diphosphocholine (CDP-choline)_[M-H]-
2'-Deoxyadenosine 5'-triphosphate (dATP),[M-H]-,489.9935654,negative,2'-Deoxyadenosine 5'-triphosphate (dATP)_[M-H]-
Taurochenodeoxycholate,[M-H]-,498.2894854,negative,Taurochenodeoxycholate_[M-H]-
Taurodeoxycholic acid,[M-H]-,498.2894854,negative,Taurodeoxycholic acid_[M-H]-
Maltotriose,[M-H]-,503.1617654,negative,Maltotriose_[M-H]-
Raffinose,[M-H]-,503.1617654,negative,Raffinose_[M-H]-
"Phorbol 12,13-dibutanoate",[M-H]-,503.2650454,negative,"Phorbol 12,13-dibutanoate_[M-H]-"
3'-Phosphoadenosine 5'-phosphosulfate (PAPS),[M-H]-,505.9789654,negative,3'-Phosphoadenosine 5'-phosphosulfate (PAPS)_[M-H]-
Adenosine 5'-triphosphate (ATP),[M-H]-,505.9884754,negative,Adenosine 5'-triphosphate (ATP)_[M-H]-
Deoxyguanosine triphosphate (dGTP),[M-H]-,505.9884754,negative,Deoxyguanosine triphosphate (dGTP)_[M-H]-
Inosine triphosphate,[M-H]-,506.9724954,negative,Inosine triphosphate_[M-H]-
Taurocholate,[M-H]-,514.2844054,negative,Taurocholate_[M-H]-
Guanosine 5'-triphosphate (GTP),[M-H]-,521.9833954,negative,Guanosine 5'-triphosphate (GTP)_[M-H]-
1-Stearoyl-sn-glycerol 3-phosphocholine,[M-H]-,522.3565154,negative,1-Stearoyl-sn-glycerol 3-phosphocholine_[M-H]-
Xanthosine 5'-triphosphate (XTP),[M-H]-,523.1579254,negative,Xanthosine 5'-triphosphate (XTP)_[M-H]-
"3,5-Diiodothyronine",[M-H]-,523.8861354,negative,"3,5-Diiodothyronine_[M-H]-"
Bata-Carotene,[M-H]-,535.4309254,negative,Bata-Carotene_[M-H]-
ADP-ribose,[M-H]-,558.0644054,negative,ADP-ribose_[M-H]-
Protoporphyrin IX,[M-H]-,561.2507354,negative,Protoporphyrin IX_[M-H]-
Cer(d18:1/18:1(9Z)),[M-H]-,562.5204654,negative,Cer(d18:1/18:1(9Z))_[M-H]-
N-Stearoylsphingosine (Ceramide C18),[M-H]-,564.5361154,negative,N-Stearoylsphingosine (Ceramide C18)_[M-H]-
Uridine diphosphate glucose(UDP-D-Glucose),[M-H]-,565.0477554,negative,Uridine diphosphate glucose(UDP-D-Glucose)_[M-H]-
UDP-D-Galactose,[M-H]-,565.0477554,negative,UDP-D-Galactose_[M-H]-
Uridine 5'-diphosphoglucuronic acid (UDP-D-glucuronate),[M-H]-,579.0270154,negative,Uridine 5'-diphosphoglucuronic acid (UDP-D-glucuronate)_[M-H]-
Naringin,[M-H]-,579.1719354,negative,Naringin_[M-H]-
Vitamin K2,[M-H]-,579.4207554,negative,Vitamin K2_[M-H]-
Biliverdin,[M-H]-,581.2405654,negative,Biliverdin_[M-H]-
Bilirubin,[M-H]-,583.2562154,negative,Bilirubin_[M-H]-
GDP-L-Fucose,[M-H]-,588.0749754,negative,GDP-L-Fucose_[M-H]-
ADP-glucose,[M-H]-,588.0749754,negative,ADP-glucose_[M-H]-
Guanosine diphosphate mannose,[M-H]-,604.0698854,negative,Guanosine diphosphate mannose_[M-H]-
GDP-glucose,[M-H]-,604.0698854,negative,GDP-glucose_[M-H]-
UDP-N-acetylglucosamine,[M-H]-,606.0743054,negative,UDP-N-acetylglucosamine_[M-H]-
Rutin,[M-H]-,609.1461154,negative,Rutin_[M-H]-
Glutathione disulfide,[M-H]-,611.1446954,negative,Glutathione disulfide_[M-H]-
Cytidine monophosphate N-acetylneuraminic acid,[M-H]-,613.1399954,negative,Cytidine monophosphate N-acetylneuraminic acid_[M-H]-
Trilaurin,[M-H]-,637.5412654,negative,Trilaurin_[M-H]-
1-Stearoyl-2-arachidonoyl-sn-glycerol,[M-H]-,643.5306954,negative,1-Stearoyl-2-arachidonoyl-sn-glycerol_[M-H]-
Cholesteryl oleate (Lipids),[M-H]-,649.5929054,negative,Cholesteryl oleate (Lipids)_[M-H]-
Liothyronine,[M-H]-,649.7827954,negative,Liothyronine_[M-H]-
Cholesteryl stearate,[M-H]-,651.6085554,negative,Cholesteryl stearate_[M-H]-
Coproporphyrin III,[M-H]-,653.2616954,negative,Coproporphyrin III_[M-H]-
Coproporphyrin I,[M-H]-,653.2616954,negative,Coproporphyrin I_[M-H]-
Myo-inositol hexakisphosphate (Phytic acid),[M-H]-,658.8541154,negative,Myo-inositol hexakisphosphate (Phytic acid)_[M-H]-
Nicotinamide adenine dinucleotide (NAD),[M-H]-,662.1018554,negative,Nicotinamide adenine dinucleotide (NAD)_[M-H]-
Nicotinic acid adenine dinucleotide (NAAD),[M-H]-,663.0858754,negative,Nicotinic acid adenine dinucleotide (NAAD)_[M-H]-
Reduced nicotinamide adenine dinucleotide (NADH),[M-H]-,664.1175054,negative,Reduced nicotinamide adenine dinucleotide (NADH)_[M-H]-
Glycogen,[M-H]-,665.2145854,negative,Glycogen_[M-H]-
Stachyose,[M-H]-,665.2145854,negative,Stachyose_[M-H]-
Dephosphocoenzyme A (Dephospho-CoA),[M-H]-,686.1416154,negative,Dephosphocoenzyme A (Dephospho-CoA)_[M-H]-
"1,2-Distearoyl-sn-glycerol 3-phosphate",[M-H]-,703.5283354,negative,"1,2-Distearoyl-sn-glycerol 3-phosphate_[M-H]-"
Sphingomyelin (d18:1/18:0),[M-H]-,729.5916054,negative,Sphingomyelin (d18:1/18:0)_[M-H]-
PC(16:0/16:0),[M-H]-,732.5548854,negative,PC(16:0/16:0)_[M-H]-
Nicotinamide adenine dinucleotide phosphate (NADP),[M-H]-,742.0681854,negative,Nicotinamide adenine dinucleotide phosphate (NADP)_[M-H]-
Reduced nicotinamide adenine dinucleotide phosphate (NADPH),[M-H]-,744.0838354,negative,Reduced nicotinamide adenine dinucleotide phosphate (NADPH)_[M-H]-
Phosphatidylethanolamine,[M-H]-,746.5705354,negative,Phosphatidylethanolamine_[M-H]-
2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine(PC(16:0/18:1(9Z))),[M-H]-,758.5705354,negative,2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine(PC(16:0/18:1(9Z)))_[M-H]-
Coenzyme A (CoA),[M-H]-,766.1079454,negative,Coenzyme A (CoA)_[M-H]-
L-Thyroxine,[M-H]-,775.6794454,negative,L-Thyroxine_[M-H]-
Flavin adenine dinucleotide (FAD),[M-H]-,784.1498654,negative,Flavin adenine dinucleotide (FAD)_[M-H]-
1-Stearoyl-2-oleoyl-sn-glycerol 3-phosphocholine (SOPC),[M-H]-,786.6018354,negative,1-Stearoyl-2-oleoyl-sn-glycerol 3-phosphocholine (SOPC)_[M-H]-
Acetyl coenzyme A (Acetyl-CoA),[M-H]-,808.1185054,negative,Acetyl coenzyme A (Acetyl-CoA)_[M-H]-
Propionyl coenzyme A (Propionyl-CoA),[M-H]-,822.1341554,negative,Propionyl coenzyme A (Propionyl-CoA)_[M-H]-
Uroporphyrin I,[M-H]-,829.2210154,negative,Uroporphyrin I_[M-H]-
"P1,P4-Diadenosine 5'-tetraphosphate",[M-H]-,835.0410054,negative,"P1,P4-Diadenosine 5'-tetraphosphate_[M-H]-"
Butyryl-coenzyme A (Butyryl-CoA),[M-H]-,836.1498054,negative,Butyryl-coenzyme A (Butyryl-CoA)_[M-H]-
Isobutyryl-CoA,[M-H]-,836.1498054,negative,Isobutyryl-CoA_[M-H]-
Acetoacetyl coenzyme A (Acetoacetyl-CoA),[M-H]-,850.1290754,negative,Acetoacetyl coenzyme A (Acetoacetyl-CoA)_[M-H]-
3-Methylbutanoyl-CoA,[M-H]-,850.1654554,negative,3-Methylbutanoyl-CoA_[M-H]-
Malonyl coenzyme A (Malonyl-CoA),[M-H]-,852.1083354,negative,Malonyl coenzyme A (Malonyl-CoA)_[M-H]-
(R)-3-Hydroxybutanoyl-CoA,[M-H]-,852.1447254,negative,(R)-3-Hydroxybutanoyl-CoA_[M-H]-
Ubiquinone-10 (Coenzyme Q10),[M-H]-,861.6766354,negative,Ubiquinone-10 (Coenzyme Q10)_[M-H]-
phosphatidylinositol,[M-H]-,865.5811554,negative,phosphatidylinositol_[M-H]-
Succinyl coenzyme A (Succinyl-CoA),[M-H]-,866.1239854,negative,Succinyl coenzyme A (Succinyl-CoA)_[M-H]-
Diguanosine tetraphosphate,[M-H]-,867.0308354,negative,Diguanosine tetraphosphate_[M-H]-
Glutaryl-CoA,[M-H]-,880.1396354,negative,Glutaryl-CoA_[M-H]-
Octanoyl-CoA,[M-H]-,892.2124054,negative,Octanoyl-CoA_[M-H]-
DL-3-hydroxy-3-methylglutaryl-CoA (HMG CoA),[M-H]-,910.1502054,negative,DL-3-hydroxy-3-methylglutaryl-CoA (HMG CoA)_[M-H]-
Decanoyl-CoA,[M-H]-,920.2437054,negative,Decanoyl-CoA_[M-H]-
Lauroyl-CoA,[M-H]-,948.2750054,negative,Lauroyl-CoA_[M-H]-
Myristoyl-coenzyme A,[M-H]-,976.3063054,negative,Myristoyl-coenzyme A_[M-H]-
Palmitoyl CoA,[M-H]-,1004.337605,negative,Palmitoyl CoA_[M-H]-
Oxytocin,[M-H]-,1005.429185,negative,Oxytocin_[M-H]-
Linoleoyl-CoA,[M-H]-,1028.337605,negative,Linoleoyl-CoA_[M-H]-
Oleoyl-CoA,[M-H]-,1030.353255,negative,Oleoyl-CoA_[M-H]-
Stearoyl-CoA,[M-H]-,1032.368905,negative,Stearoyl-CoA_[M-H]-
Acetaldehyde,[M+H]+,45.0334946,positive,Acetaldehyde_[M+H]+
Urea,[M+H]+,61.0396346,positive,Urea_[M+H]+
Ethanolamine,[M+H]+,62.0600346,positive,Ethanolamine_[M+H]+
Imidazole,[M+H]+,69.0447246,positive,Imidazole_[M+H]+
Propynoic acid,[M+H]+,71.0127546,positive,Propynoic acid_[M+H]+
Pyruvaldehyde,[M+H]+,73.0284046,positive,Pyruvaldehyde_[M+H]+
Methylguanidine,[M+H]+,74.0712746,positive,Methylguanidine_[M+H]+
Glyoxylate,[M+H]+,75.0076646,positive,Glyoxylate_[M+H]+
Hydroxyacetone,[M+H]+,75.0440546,positive,Hydroxyacetone_[M+H]+
Propionic acid,[M+H]+,75.0440546,positive,Propionic acid_[M+H]+
L-Lactaldehyde,[M+H]+,75.0857746,positive,L-Lactaldehyde_[M+H]+
"1,3-Diaminopropane",[M+H]+,75.0916746,positive,"1,3-Diaminopropane_[M+H]+"
Glycine,[M+H]+,76.0393046,positive,Glycine_[M+H]+
Glycolate,[M+H]+,77.0233246,positive,Glycolate_[M+H]+
Propylene glycol,[M+H]+,77.0597046,positive,Propylene glycol_[M+H]+
Cysteamine,[M+H]+,78.0371946,positive,Cysteamine_[M+H]+
3-Butynoic acid,[M+H]+,85.0284046,positive,3-Butynoic acid_[M+H]+
Diacetyl,[M+H]+,87.0440546,positive,Diacetyl_[M+H]+
Pyruvate,[M+H]+,89.0233246,positive,Pyruvate_[M+H]+
Acetoin,[M+H]+,89.0597046,positive,Acetoin_[M+H]+
Butanoic acid,[M+H]+,89.0597046,positive,Butanoic acid_[M+H]+
Putrescine,[M+H]+,89.1073246,positive,Putrescine_[M+H]+
Beta-Alanine,[M+H]+,90.0549546,positive,Beta-Alanine_[M+H]+
Sarcosine,[M+H]+,90.0549546,positive,Sarcosine_[M+H]+
L-Alanine,[M+H]+,90.0549546,positive,L-Alanine_[M+H]+
Oxalate,[M+H]+,91.0025846,positive,Oxalate_[M+H]+
3-Hydroxypropionic acid (beta-lactic acid),[M+H]+,91.0389646,positive,3-Hydroxypropionic acid (beta-lactic acid)_[M+H]+
Dihydroxyacetone,[M+H]+,91.0389646,positive,Dihydroxyacetone_[M+H]+
DL-lactate,[M+H]+,91.0389646,positive,DL-lactate_[M+H]+
Glyceraldehyde,[M+H]+,91.0389646,positive,Glyceraldehyde_[M+H]+
Glycerol,[M+H]+,93.0546246,positive,Glycerol_[M+H]+
Phenol,[M+H]+,95.0491446,positive,Phenol_[M+H]+
2-Aminopyrazine,[M+H]+,96.0556246,positive,2-Aminopyrazine_[M+H]+
3-Hexanone,[M+H]+,101.0960846,positive,3-Hexanone_[M+H]+
Betaine aldehyde,[M+H]+,102.0913346,positive,Betaine aldehyde_[M+H]+
2-Ketobutyric acid,[M+H]+,103.0389646,positive,2-Ketobutyric acid_[M+H]+
Acetoacetic acid,[M+H]+,103.0389646,positive,Acetoacetic acid_[M+H]+
Isovaleric acid,[M+H]+,103.0753546,positive,Isovaleric acid_[M+H]+
Valeric acid,[M+H]+,103.0753546,positive,Valeric acid_[M+H]+
Cadaverine,[M+H]+,103.1229746,positive,Cadaverine_[M+H]+
Dimethylglycine,[M+H]+,104.0706046,positive,Dimethylglycine_[M+H]+
(S)-2-aminobutyric acid,[M+H]+,104.0706046,positive,(S)-2-aminobutyric acid_[M+H]+
4-Aminobutyric acid,[M+H]+,104.0706046,positive,4-Aminobutyric acid_[M+H]+
bata-Hydroxypyruvic acid,[M+H]+,105.0182346,positive,bata-Hydroxypyruvic acid_[M+H]+
Malonic acid,[M+H]+,105.0182346,positive,Malonic acid_[M+H]+
DL-a-Hydroxybutyric acid,[M+H]+,105.0546246,positive,DL-a-Hydroxybutyric acid_[M+H]+
(R)-3-Hydroxybutyric acid,[M+H]+,105.0546246,positive,(R)-3-Hydroxybutyric acid_[M+H]+
DL-3-Hydroxybutyric acid,[M+H]+,105.0546246,positive,DL-3-Hydroxybutyric acid_[M+H]+
beta-Hydroxybutyrate,[M+H]+,105.0546246,positive,beta-Hydroxybutyrate_[M+H]+
Choline,[M+H]+,105.1148146,positive,Choline_[M+H]+
DL-Serine,[M+H]+,106.0498646,positive,DL-Serine_[M+H]+
L-Serine,[M+H]+,106.0498646,positive,L-Serine_[M+H]+
Glyceric acid,[M+H]+,107.0338846,positive,Glyceric acid_[M+H]+
Quinone,[M+H]+,109.0284046,positive,Quinone_[M+H]+
Hypotaurine,[M+H]+,110.0270246,positive,Hypotaurine_[M+H]+
"1,4-Dihydroxybenzene",[M+H]+,111.0440546,positive,"1,4-Dihydroxybenzene_[M+H]+"
Pyrocatechol,[M+H]+,111.0440546,positive,Pyrocatechol_[M+H]+
Pyrrole-2-carboxylic acid,[M+H]+,112.0393046,positive,Pyrrole-2-carboxylic acid_[M+H]+
Cytosine,[M+H]+,112.0505346,positive,Cytosine_[M+H]+
Histamine,[M+H]+,112.0869246,positive,Histamine_[M+H]+
2-Furoic acid,[M+H]+,113.0233246,positive,2-Furoic acid_[M+H]+
Uracil,[M+H]+,113.0345546,positive,Uracil_[M+H]+
Creatinine,[M+H]+,114.0661846,positive,Creatinine_[M+H]+
Dihydrouracil,[M+H]+,115.0502046,positive,Dihydrouracil_[M+H]+
D-Proline,[M+H]+,116.0706046,positive,D-Proline_[M+H]+
L-Proline,[M+H]+,116.0706046,positive,L-Proline_[M+H]+
Fumarate,[M+H]+,117.0182346,positive,Fumarate_[M+H]+
Maleic acid,[M+H]+,117.0182346,positive,Maleic acid_[M+H]+
Levulinic acid,[M+H]+,117.0546246,positive,Levulinic acid_[M+H]+
Alpha-ketoisovaleric acid,[M+H]+,117.0546246,positive,Alpha-ketoisovaleric acid_[M+H]+
Isocaproic acid,[M+H]+,117.0910046,positive,Isocaproic acid_[M+H]+
Caproic acid,[M+H]+,117.0910046,positive,Caproic acid_[M+H]+
Acetylglycine,[M+H]+,118.0498646,positive,Acetylglycine_[M+H]+
Guanidoacetic acid,[M+H]+,118.0611046,positive,Guanidoacetic acid_[M+H]+
Indole,[M+H]+,118.0651246,positive,Indole_[M+H]+
Betaine,[M+H]+,118.0862546,positive,Betaine_[M+H]+
L-Valine,[M+H]+,118.0862546,positive,L-Valine_[M+H]+
5-Aminopentanoic acid,[M+H]+,118.0862546,positive,5-Aminopentanoic acid_[M+H]+
Succinate,[M+H]+,119.0338846,positive,Succinate_[M+H]+
Methylmalonic acid,[M+H]+,119.0338846,positive,Methylmalonic acid_[M+H]+
2-Methyl-3-hydroxybutyric acid,[M+H]+,119.0702746,positive,2-Methyl-3-hydroxybutyric acid_[M+H]+
3-Hydroxyisovaleric acid,[M+H]+,119.0702746,positive,3-Hydroxyisovaleric acid_[M+H]+
2-Hydroxy-3-methylbutyric acid,[M+H]+,119.0702746,positive,2-Hydroxy-3-methylbutyric acid_[M+H]+
L-Threonine,[M+H]+,120.0655146,positive,L-Threonine_[M+H]+
L-homoserine,[M+H]+,120.0655146,positive,L-homoserine_[M+H]+
3-Mercaptopyruvic acid,[M+H]+,120.9953946,positive,3-Mercaptopyruvic acid_[M+H]+
3-Methylthiopropionate,[M+H]+,121.0317746,positive,3-Methylthiopropionate_[M+H]+
Purine,[M+H]+,121.0508746,positive,Purine_[M+H]+
L-Cysteine,[M+H]+,122.0270246,positive,L-Cysteine_[M+H]+
Benzoic acid,[M+H]+,123.0440546,positive,Benzoic acid_[M+H]+
Nicotinamide,[M+H]+,123.0552846,positive,Nicotinamide_[M+H]+
Erythritol,[M+H]+,123.0651846,positive,Erythritol_[M+H]+
D-Threitol,[M+H]+,123.0651846,positive,D-Threitol_[M+H]+
Nicotinate,[M+H]+,124.0393046,positive,Nicotinate_[M+H]+
Taurine,[M+H]+,126.0219446,positive,Taurine_[M+H]+
Ciliatine,[M+H]+,126.0314546,positive,Ciliatine_[M+H]+
1-Methylhistamine,[M+H]+,126.1025746,positive,1-Methylhistamine_[M+H]+
3-Methylhistamine,[M+H]+,126.1025746,positive,3-Methylhistamine_[M+H]+
Thymine,[M+H]+,127.0502046,positive,Thymine_[M+H]+
Imidazoleacetic acid,[M+H]+,127.0502046,positive,Imidazoleacetic acid_[M+H]+
5-Amino-4-carbamoylimidazole (AICA),[M+H]+,127.0614346,positive,5-Amino-4-carbamoylimidazole (AICA)_[M+H]+
